;Unnamed: 0;Tweets;step01;tokens;final_tokens;step02;finalText_str;ProcessedText
0;0;Napoli masih belum ada lawan, Barca rebut posisi puncak dari tangan Madrid, sementara PSG masih konsisten. Kalau kl… https://t.co/gTKDfHsGYz;napoli masih belum ada lawan barca rebut posisi puncak dari tangan madrid sementara psg masih konsisten kalau kl cogtkdfhsgyz;['napoli', 'masih', 'belum', 'ada', 'lawan', 'barca', 'rebut', 'posisi', 'puncak', 'dari', 'tangan', 'madrid', 'sementara', 'psg', 'masih', 'konsisten', 'kalau', 'kl', 'cogtkdfhsgyz'];['napoli', 'masih', 'belum', 'ada', 'lawan', 'barca', 'rebut', 'posisi', 'puncak', 'dari', 'tangan', 'madrid', 'sementara', 'psg', 'masih', 'konsisten', 'kalau', 'kl', 'cogtkdfhsgyz'];napoli masih belum ada lawan barca rebut posisi puncak dari tangan madrid sementara psg masih konsisten kalau kl cogtkdfhsgyz;napoli masih belum ada lawan barca rebut posisi puncak dari tangan madrid sementara psg masih konsisten kalau kl cogtkdfhsgyz;napoli belum lawan barca rebut posisi puncak tangan madrid psg konsisten kalau kl cogtkdfhsgyz
1;1;"Top skorer liga ✅
Cleansheet liga terbanyak ✅
Puncaki liga pertama kali sejak 2020 ✅

Barcelona sedang dalam perfor… https://t.co/9u1z64f2T9";top skorer liga cleansheet liga terbanyak puncaki liga pertama kali sejak   barcelona sedang dalam perfor couzft;['top', 'skorer', 'liga', 'cleansheet', 'liga', 'terbanyak', 'puncaki', 'liga', 'pertama', 'kali', 'sejak', 'barcelona', 'sedang', 'dalam', 'perfor', 'couzft'];['top', 'skorer', 'liga', 'cleansheet', 'liga', 'terbanyak', 'puncaki', 'liga', 'pertama', 'kali', 'sejak', 'barcelona', 'sedang', 'dalam', 'perfor', 'couzft'];top skorer liga cleansheet liga terbanyak puncaki liga pertama kali sejak barcelona sedang dalam perfor couzft;top skorer liga cleansheet liga terbanyak puncaki liga pertama kali sejak barcelona sedang dalam perfor couzft;top skorer liga cleansheet liga banyak puncak liga pertama kali sejak barcelona sedang perfor couzft
2;2;"Salah satu striker terbaik pada masanya 💥⚽

Striker Inter Miami berkebangsaan Argentina, Gonzalo Higuain, mengumumk… https://t.co/2aAcpJrVoI";salah satu striker terbaik pada masanya striker inter miami berkebangsaan argentina gonzalo higuain mengumumk coaacpjrvoi;['salah', 'satu', 'striker', 'terbaik', 'pada', 'masanya', 'striker', 'inter', 'miami', 'berkebangsaan', 'argentina', 'gonzalo', 'higuain', 'mengumumk', 'coaacpjrvoi'];['salah', 'satu', 'striker', 'terbaik', 'pada', 'masanya', 'striker', 'inter', 'miami', 'berkebangsaan', 'argentina', 'gonzalo', 'higuain', 'mengumumk', 'coaacpjrvoi'];salah satu striker terbaik pada masanya striker inter miami berkebangsaan argentina gonzalo higuain mengumumk coaacpjrvoi;salah satu striker terbaik pada masanya striker inter miami berkebangsaan argentina gonzalo higuain mengumumk coaacpjrvoi;salah satu striker baik masa striker inter miami bangsa argentina gonzalo higuain mengumumk coaacpjrvoi
3;3;Monza habisi Sampdoria 💥 Gol-gol dari Pessina, Caprari, dan Sensi bawa I Biancorossi menang 3-0 di Luigi Ferraris.… https://t.co/mHYRpDXtQI;monza habisi sampdoria gol gol dari pessina caprari dan sensi bawa biancorossi menang     di luigi ferraris comhyrpd;['monza', 'habisi', 'sampdoria', 'gol', 'gol', 'dari', 'pessina', 'caprari', 'dan', 'sensi', 'bawa', 'biancorossi', 'menang', 'di', 'luigi', 'ferraris', 'comhyrpd'];['monza', 'habisi', 'sampdoria', 'gol', 'gol', 'dari', 'pessina', 'caprari', 'dan', 'sensi', 'bawa', 'biancorossi', 'menang', 'di', 'luigi', 'ferraris', 'comhyrpd'];monza habisi sampdoria gol gol dari pessina caprari dan sensi bawa biancorossi menang di luigi ferraris comhyrpd;monza habisi sampdoria gol gol dari pessina caprari dan sensi bawa biancorossi menang di luigi ferraris comhyrpd;monza habis sampdoria gol gol pessina caprari sensi bawa biancorossi menang luigi ferraris comhyrpd
4;4;Sempat surut pada musim lalu, Christophe Galtier yakin penggawanya di PSG, Lionel Messi bisa jadi pemain terbaik du… https://t.co/hvnTd4rLm4;sempat surut pada musim lalu christophe galtier yakin penggawanya di psg lionel messi bisa jadi pemain terbaik du cohvntdrlm;['sempat', 'surut', 'pada', 'musim', 'lalu', 'christophe', 'galtier', 'yakin', 'penggawanya', 'di', 'psg', 'lionel', 'messi', 'bisa', 'jadi', 'pemain', 'terbaik', 'du', 'cohvntdrlm'];['sempat', 'surut', 'pada', 'musim', 'lalu', 'christophe', 'galtier', 'yakin', 'penggawanya', 'di', 'psg', 'lionel', 'messi', 'bisa', 'jadi', 'pemain', 'terbaik', 'du', 'cohvntdrlm'];sempat surut pada musim lalu christophe galtier yakin penggawanya di psg lionel messi bisa jadi pemain terbaik du cohvntdrlm;sempat surut pada musim lalu christophe galtier yakin penggawanya di psg lionel messi bisa jadi pemain terbaik du cohvntdrlm;sempat surut musim lalu christophe galtier yakin penggawa psg lionel messi jadi main baik du cohvntdrlm
5;5;Monaco libas Nantes 4-1 berkat HATTRICK yang dicetak oleh Wissam Ben Yedder 🎩 Hasil ini bawa Monegasques raih 4 kem… https://t.co/Yao5wkedq3;monaco libas nantes     berkat hattrick yang dicetak oleh wissam ben yedder hasil ini bawa monegasques raih   kem coyaowkedq;['monaco', 'libas', 'nantes', 'berkat', 'hattrick', 'yang', 'dicetak', 'oleh', 'wissam', 'ben', 'yedder', 'hasil', 'ini', 'bawa', 'monegasques', 'raih', 'kem', 'coyaowkedq'];['monaco', 'libas', 'nantes', 'berkat', 'hattrick', 'yang', 'dicetak', 'oleh', 'wissam', 'ben', 'yedder', 'hasil', 'ini', 'bawa', 'monegasques', 'raih', 'kem', 'coyaowkedq'];monaco libas nantes berkat hattrick yang dicetak oleh wissam ben yedder hasil ini bawa monegasques raih kem coyaowkedq;monaco libas nantes berkat hattrick yang dicetak oleh wissam ben yedder hasil ini bawa monegasques raih kem coyaowkedq;monaco libas nantes berkat hattrick cetak wissam ben yedder hasil bawa monegasques raih kem coyaowkedq
6;6;KLUB 20 ⚽🅰️ Di 5 liga top Eropa, cuma ada 2 gelandang yang cetak 20 gol + 20 asis sejauh ini: Kevin de Bruyne dan S… https://t.co/B5i5ULzYXb;klub   di   liga top eropa cuma ada   gelandang yang cetak   gol   asis sejauh ini kevin de bruyne dan cobiulzy;['klub', 'di', 'liga', 'top', 'eropa', 'cuma', 'ada', 'gelandang', 'yang', 'cetak', 'gol', 'asis', 'sejauh', 'ini', 'kevin', 'de', 'bruyne', 'dan', 'cobiulzy'];['klub', 'di', 'liga', 'top', 'eropa', 'cuma', 'ada', 'gelandang', 'yang', 'cetak', 'gol', 'asis', 'sejauh', 'ini', 'kevin', 'de', 'bruyne', 'dan', 'cobiulzy'];klub di liga top eropa cuma ada gelandang yang cetak gol asis sejauh ini kevin de bruyne dan cobiulzy;klub di liga top eropa cuma ada gelandang yang cetak gol asis sejauh ini kevin de bruyne dan cobiulzy;klub liga top eropa cuma gelandang cetak gol asis jauh kevin de bruyne cobiulzy
7;7;Panas 🔥 Drama 5 gol tersaji kala Chicago Fire taklukkan tuan rumah FC Cincinnati 3-2. Tim tamu unggul 3-0 terlebih… https://t.co/uohGg3Nmth;panas drama   gol tersaji kala chicago fire taklukkan tuan rumah fc cincinnati     tim tamu unggul     terlebih couohggnmth;['panas', 'drama', 'gol', 'tersaji', 'kala', 'chicago', 'fire', 'taklukkan', 'tuan', 'rumah', 'fc', 'cincinnati', 'tim', 'tamu', 'unggul', 'terlebih', 'couohggnmth'];['panas', 'drama', 'gol', 'tersaji', 'kala', 'chicago', 'fire', 'taklukkan', 'tuan', 'rumah', 'fc', 'cincinnati', 'tim', 'tamu', 'unggul', 'terlebih', 'couohggnmth'];panas drama gol tersaji kala chicago fire taklukkan tuan rumah fc cincinnati tim tamu unggul terlebih couohggnmth;panas drama gol tersaji kala chicago fire taklukkan tuan rumah fc cincinnati tim tamu unggul terlebih couohggnmth;panas drama gol saji kala chicago fire takluk tuan rumah fc cincinnati tim tamu unggul lebih couohggnmth
8;8;Lorient lanjutkan performa manis mereka setelah jeda internasional dengan kembali raih kemenangan! Kali ini Lorient… https://t.co/Ug93xUMt2B;lorient lanjutkan performa manis mereka setelah jeda internasional dengan kembali raih kemenangan kali ini lorient coug;['lorient', 'lanjutkan', 'performa', 'manis', 'mereka', 'setelah', 'jeda', 'internasional', 'dengan', 'kembali', 'raih', 'kemenangan', 'kali', 'ini', 'lorient', 'coug'];['lorient', 'lanjutkan', 'performa', 'manis', 'mereka', 'setelah', 'jeda', 'internasional', 'dengan', 'kembali', 'raih', 'kemenangan', 'kali', 'ini', 'lorient', 'coug'];lorient lanjutkan performa manis mereka setelah jeda internasional dengan kembali raih kemenangan kali ini lorient coug;lorient lanjutkan performa manis mereka setelah jeda internasional dengan kembali raih kemenangan kali ini lorient coug;lorient lanjut performa manis telah jeda internasional kembali raih menang kali lorient coug
9;9;Dramatis! Denis Bouanga mencetak gol telat di injury time untuk pastikan kemenangan LAFC 2-1 atas tuan rumah Portla… https://t.co/GGximkPFfn;dramatis denis bouanga mencetak gol telat di injury time untuk pastikan kemenangan lafc     atas tuan rumah portla cogg;['dramatis', 'denis', 'bouanga', 'mencetak', 'gol', 'telat', 'di', 'injury', 'time', 'untuk', 'pastikan', 'kemenangan', 'lafc', 'atas', 'tuan', 'rumah', 'portla', 'cogg'];['dramatis', 'denis', 'bouanga', 'mencetak', 'gol', 'telat', 'di', 'injury', 'time', 'untuk', 'pastikan', 'kemenangan', 'lafc', 'atas', 'tuan', 'rumah', 'portla', 'cogg'];dramatis denis bouanga mencetak gol telat di injury time untuk pastikan kemenangan lafc atas tuan rumah portla cogg;dramatis denis bouanga mencetak gol telat di injury time untuk pastikan kemenangan lafc atas tuan rumah portla cogg;dramatis den bouanga cetak gol telat injury time pasti menang lafc atas tuan rumah portla cogg
10;10;Tampil inkonsisten dalam beberapa laga terakhir, Inter justru harus hadapi pemimpin klasemen LaLiga tengah pekan in… https://t.co/vD435ZlIM3;tampil inkonsisten dalam beberapa laga terakhir inter justru harus hadapi pemimpin klasemen laliga tengah pekan in covdzlim;['tampil', 'inkonsisten', 'dalam', 'beberapa', 'laga', 'terakhir', 'inter', 'justru', 'harus', 'hadapi', 'pemimpin', 'klasemen', 'laliga', 'tengah', 'pekan', 'in', 'covdzlim'];['tampil', 'inkonsisten', 'dalam', 'beberapa', 'laga', 'terakhir', 'inter', 'justru', 'harus', 'hadapi', 'pemimpin', 'klasemen', 'laliga', 'tengah', 'pekan', 'in', 'covdzlim'];tampil inkonsisten dalam beberapa laga terakhir inter justru harus hadapi pemimpin klasemen laliga tengah pekan in covdzlim;tampil inkonsisten dalam beberapa laga terakhir inter justru harus hadapi pemimpin klasemen laliga tengah pekan in covdzlim;tampil inkonsisten beberapa laga akhir inter justru hadap pimpin klasemen laliga tengah pekan in covdzlim
11;11;Ini duka bersama. Seluruh dunia sepakbola turut berduka akan peristiwa di Stadion Kanjuruhan. Respect! 🌹… https://t.co/MMtIbwJoMh;ini duka bersama seluruh dunia sepakbola turut berduka akan peristiwa di stadion kanjuruhan respect commtibwjomh;['ini', 'duka', 'bersama', 'seluruh', 'dunia', 'sepakbola', 'turut', 'berduka', 'akan', 'peristiwa', 'di', 'stadion', 'kanjuruhan', 'respect', 'commtibwjomh'];['ini', 'duka', 'bersama', 'seluruh', 'dunia', 'sepakbola', 'turut', 'berduka', 'akan', 'peristiwa', 'di', 'stadion', 'kanjuruhan', 'respect', 'commtibwjomh'];ini duka bersama seluruh dunia sepakbola turut berduka akan peristiwa di stadion kanjuruhan respect commtibwjomh;ini duka bersama seluruh dunia sepakbola turut berduka akan peristiwa di stadion kanjuruhan respect commtibwjomh;duka sama seluruh dunia sepakbola turut duka peristiwa stadion kanjuruhan respect commtibwjomh
12;12;Pasukan Jaime Ramos raih kemenangan pada menit akhir atas Elche di Estadio de Vallecas! Gol Unai Lopez pada menit k… https://t.co/z0n6uG43fF;pasukan jaime ramos raih kemenangan pada menit akhir atas elche di estadio de vallecas gol unai lopez pada menit coznugff;['pasukan', 'jaime', 'ramos', 'raih', 'kemenangan', 'pada', 'menit', 'akhir', 'atas', 'elche', 'di', 'estadio', 'de', 'vallecas', 'gol', 'unai', 'lopez', 'pada', 'menit', 'coznugff'];['pasukan', 'jaime', 'ramos', 'raih', 'kemenangan', 'pada', 'menit', 'akhir', 'atas', 'elche', 'di', 'estadio', 'de', 'vallecas', 'gol', 'unai', 'lopez', 'pada', 'menit', 'coznugff'];pasukan jaime ramos raih kemenangan pada menit akhir atas elche di estadio de vallecas gol unai lopez pada menit coznugff;pasukan jaime ramos raih kemenangan pada menit akhir atas elche di estadio de vallecas gol unai lopez pada menit coznugff;pasu jaime ramos raih menang menit akhir atas elche estadio de vallecas gol unai lopez menit coznugff
13;13;Udinese menang lagi 💥 Hellas Verona unggul pada menit ke-23 lewat gol Josh Doig. Namun, Bianconeri lah yang akhirny… https://t.co/O8UhAHFKbs;udinese menang lagi hellas verona unggul pada menit ke   lewat gol josh doig namun bianconeri lah yang akhirny coouhahfkbs;['udinese', 'menang', 'lagi', 'hellas', 'verona', 'unggul', 'pada', 'menit', 'ke', 'lewat', 'gol', 'josh', 'doig', 'namun', 'bianconeri', 'lah', 'yang', 'akhirny', 'coouhahfkbs'];['udinese', 'menang', 'lagi', 'hellas', 'verona', 'unggul', 'pada', 'menit', 'ke', 'lewat', 'gol', 'josh', 'doig', 'namun', 'bianconeri', 'lah', 'yang', 'akhirny', 'coouhahfkbs'];udinese menang lagi hellas verona unggul pada menit ke lewat gol josh doig namun bianconeri lah yang akhirny coouhahfkbs;udinese menang lagi hellas verona unggul pada menit ke lewat gol josh doig namun bianconeri lah yang akhirny coouhahfkbs;udinese menang hellas verona unggul menit lewat gol josh doig bianconeri yang akhirny coouhahfkbs
14;14;"Apa yang terjadi dengan kedua klub yang biasa dominasi liganya masing-masing ini? 👀

#beINSPORTSID https://t.co/h3JqfwTiaE";apa yang terjadi dengan kedua klub yang biasa dominasi liganya masing masing ini sid cohjqfwtiae;['apa', 'yang', 'terjadi', 'dengan', 'kedua', 'klub', 'yang', 'biasa', 'dominasi', 'liganya', 'masing', 'masing', 'ini', 'sid', 'cohjqfwtiae'];['apa', 'yang', 'terjadi', 'dengan', 'kedua', 'klub', 'yang', 'biasa', 'dominasi', 'liganya', 'masing', 'masing', 'ini', 'sid', 'cohjqfwtiae'];apa yang terjadi dengan kedua klub yang biasa dominasi liganya masing masing ini sid cohjqfwtiae;apa yang terjadi dengan kedua klub yang biasa dominasi liganya masing masing ini sid cohjqfwtiae;apa jadi dua klub biasa dominasi liga masing masing sid cohjqfwtiae
15;15;Tampil GANAS di barisan belakang Napoli, Bintang Korea Selatan, Kim Min-Jae resmi terpilih jadi pemain terbaik Seri… https://t.co/zwM6eYArqK;tampil ganas di barisan belakang napoli bintang korea selatan kim min jae resmi terpilih jadi pemain terbaik seri cozwmeyarqk;['tampil', 'ganas', 'di', 'barisan', 'belakang', 'napoli', 'bintang', 'korea', 'selatan', 'kim', 'min', 'jae', 'resmi', 'terpilih', 'jadi', 'pemain', 'terbaik', 'seri', 'cozwmeyarqk'];['tampil', 'ganas', 'di', 'barisan', 'belakang', 'napoli', 'bintang', 'korea', 'selatan', 'kim', 'min', 'jae', 'resmi', 'terpilih', 'jadi', 'pemain', 'terbaik', 'seri', 'cozwmeyarqk'];tampil ganas di barisan belakang napoli bintang korea selatan kim min jae resmi terpilih jadi pemain terbaik seri cozwmeyarqk;tampil ganas di barisan belakang napoli bintang korea selatan kim min jae resmi terpilih jadi pemain terbaik seri cozwmeyarqk;tampil ganas baris belakang napoli bintang korea selatan kim min jae resmi pilih jadi main baik seri cozwmeyarqk
16;16;Penalti Florian Sotoca dimenit ke-82 akhirnya berikan kemenangan dramatis Lens atas Lyon! Dengan hasil ini, Lens ki… https://t.co/WWjZyBgeGv;penalti florian sotoca dimenit ke   akhirnya berikan kemenangan dramatis lens atas lyon dengan hasil ini lens ki cowwjzybgegv;['penalti', 'florian', 'sotoca', 'dimenit', 'ke', 'akhirnya', 'berikan', 'kemenangan', 'dramatis', 'lens', 'atas', 'lyon', 'dengan', 'hasil', 'ini', 'lens', 'ki', 'cowwjzybgegv'];['penalti', 'florian', 'sotoca', 'dimenit', 'ke', 'akhirnya', 'berikan', 'kemenangan', 'dramatis', 'lens', 'atas', 'lyon', 'dengan', 'hasil', 'ini', 'lens', 'ki', 'cowwjzybgegv'];penalti florian sotoca dimenit ke akhirnya berikan kemenangan dramatis lens atas lyon dengan hasil ini lens ki cowwjzybgegv;penalti florian sotoca dimenit ke akhirnya berikan kemenangan dramatis lens atas lyon dengan hasil ini lens ki cowwjzybgegv;penalti florian sotoca menit akhir ikan menang dramatis lens atas lyon hasil lens ki cowwjzybgegv
17;17;Pemain-pemain Real Madrid dan Osasuna mengheningkan cipta sesaat sebelum pertandingan di mulai sebagai bentuk ungka… https://t.co/hQOiaPsuM3;pemain pemain real madrid dan osasuna mengheningkan cipta sesaat sebelum pertandingan di mulai sebagai bentuk ungka cohqoiapsum;['pemain', 'pemain', 'real', 'madrid', 'dan', 'osasuna', 'mengheningkan', 'cipta', 'sesaat', 'sebelum', 'pertandingan', 'di', 'mulai', 'sebagai', 'bentuk', 'ungka', 'cohqoiapsum'];['pemain', 'pemain', 'real', 'madrid', 'dan', 'osasuna', 'mengheningkan', 'cipta', 'sesaat', 'sebelum', 'pertandingan', 'di', 'mulai', 'sebagai', 'bentuk', 'ungka', 'cohqoiapsum'];pemain pemain real madrid dan osasuna mengheningkan cipta sesaat sebelum pertandingan di mulai sebagai bentuk ungka cohqoiapsum;pemain pemain real madrid dan osasuna mengheningkan cipta sesaat sebelum pertandingan di mulai sebagai bentuk ungka cohqoiapsum;main main real madrid osasuna hening cipta saat tanding mulai bentuk ungka cohqoiapsum
18;18;Respek karier menjadi alasan Ten Hag tidak memainkan Ronaldo pada saat Man United di hancurkan Man City 6-3 semalam… https://t.co/MLgkUCvUmW;respek karier menjadi alasan ten hag tidak memainkan ronaldo pada saat man united di hancurkan man city     semalam comlgkucvumw;['respek', 'karier', 'menjadi', 'alasan', 'ten', 'hag', 'tidak', 'memainkan', 'ronaldo', 'pada', 'saat', 'man', 'united', 'di', 'hancurkan', 'man', 'city', 'semalam', 'comlgkucvumw'];['respek', 'karier', 'menjadi', 'alasan', 'ten', 'hag', 'tidak', 'memainkan', 'ronaldo', 'pada', 'saat', 'man', 'united', 'di', 'hancurkan', 'man', 'city', 'semalam', 'comlgkucvumw'];respek karier menjadi alasan ten hag tidak memainkan ronaldo pada saat man united di hancurkan man city semalam comlgkucvumw;respek karier menjadi alasan ten hag tidak memainkan ronaldo pada saat man united di hancurkan man city semalam comlgkucvumw;respek karier jadi alas ten hag main ronaldo saat man united hancur man city malam comlgkucvumw
19;19;Lionel Messi bener-bener comeback nih. Sang bintang kembali mencetak gol dan kali ini lewat sebuah tendangan bebas… https://t.co/ju7ymmC7Hz;lionel messi bener bener comeback nih sang bintang kembali mencetak gol dan kali ini lewat sebuah tendangan bebas cojuymmchz;['lionel', 'messi', 'bener', 'bener', 'comeback', 'nih', 'sang', 'bintang', 'kembali', 'mencetak', 'gol', 'dan', 'kali', 'ini', 'lewat', 'sebuah', 'tendangan', 'bebas', 'cojuymmchz'];['lionel', 'messi', 'bener', 'bener', 'comeback', 'nih', 'sang', 'bintang', 'kembali', 'mencetak', 'gol', 'dan', 'kali', 'ini', 'lewat', 'sebuah', 'tendangan', 'bebas', 'cojuymmchz'];lionel messi bener bener comeback nih sang bintang kembali mencetak gol dan kali ini lewat sebuah tendangan bebas cojuymmchz;lionel messi bener bener comeback nih sang bintang kembali mencetak gol dan kali ini lewat sebuah tendangan bebas cojuymmchz;lionel messi bener bener comeback nih sang bintang cetak gol kali lewat buah tendang bebas cojuymmchz
20;20;Drama 8 GOL tersaji kala Real Sociedad tumbangkan Girona 5-3 ⛈️ 2 kali tertinggal, La Real akhirnya keluar sebagai… https://t.co/jvPazmWqlR;drama   gol tersaji kala real sociedad tumbangkan girona       kali tertinggal la real akhirnya keluar sebagai cojvpazmwqlr;['drama', 'gol', 'tersaji', 'kala', 'real', 'sociedad', 'tumbangkan', 'girona', 'kali', 'tertinggal', 'la', 'real', 'akhirnya', 'keluar', 'sebagai', 'cojvpazmwqlr'];['drama', 'gol', 'tersaji', 'kala', 'real', 'sociedad', 'tumbangkan', 'girona', 'kali', 'tertinggal', 'la', 'real', 'akhirnya', 'keluar', 'sebagai', 'cojvpazmwqlr'];drama gol tersaji kala real sociedad tumbangkan girona kali tertinggal la real akhirnya keluar sebagai cojvpazmwqlr;drama gol tersaji kala real sociedad tumbangkan girona kali tertinggal la real akhirnya keluar sebagai cojvpazmwqlr;drama gol saji kala real sociedad tumbang girona kali tinggal la real akhir keluar cojvpazmwqlr
21;21;Stefano Pioli puas dengan kemenangan 3-1 AC Milan atas Empoli. Pasalnya, setelah cedera yang terus menimpa, anak as… https://t.co/JJuWFsCCKu;stefano pioli puas dengan kemenangan     ac milan atas empoli pasalnya setelah cedera yang terus menimpa anak as cojjuwfsccku;['stefano', 'pioli', 'puas', 'dengan', 'kemenangan', 'ac', 'milan', 'atas', 'empoli', 'pasalnya', 'setelah', 'cedera', 'yang', 'terus', 'menimpa', 'anak', 'as', 'cojjuwfsccku'];['stefano', 'pioli', 'puas', 'dengan', 'kemenangan', 'ac', 'milan', 'atas', 'empoli', 'pasalnya', 'setelah', 'cedera', 'yang', 'terus', 'menimpa', 'anak', 'as', 'cojjuwfsccku'];stefano pioli puas dengan kemenangan ac milan atas empoli pasalnya setelah cedera yang terus menimpa anak as cojjuwfsccku;stefano pioli puas dengan kemenangan ac milan atas empoli pasalnya setelah cedera yang terus menimpa anak as cojjuwfsccku;stefano pioli puas menang ac mil atas empoli pasal cedera terus timpa anak as cojjuwfsccku
22;22;"⚽ Troyes 2-2 Reims
Porozo selamatkan Troyes dari kekalahan 😤

⚽ Auxerre 1-1 Brest
Penalti Niang gagalkan kemenangan… https://t.co/mw0NtpTqTL";troyes     reims porozo selamatkan troyes dari kekalahan au     brest penalti niang gagalkan kemenangan comwntptqtl;['troyes', 'reims', 'porozo', 'selamatkan', 'troyes', 'dari', 'kekalahan', 'au', 'brest', 'penalti', 'niang', 'gagalkan', 'kemenangan', 'comwntptqtl'];['troyes', 'reims', 'porozo', 'selamatkan', 'troyes', 'dari', 'kekalahan', 'au', 'brest', 'penalti', 'niang', 'gagalkan', 'kemenangan', 'comwntptqtl'];troyes reims porozo selamatkan troyes dari kekalahan au brest penalti niang gagalkan kemenangan comwntptqtl;troyes reims porozo selamatkan troyes dari kekalahan au brest penalti niang gagalkan kemenangan comwntptqtl;troyes reims porozo selamat troyes kalah au brest penalti niang gagal menang comwntptqtl
23;23;"⚽ Ajaccio 1-3 Clermont Foot
2 gol menit akhir menangkan Les Lanciers ⏳

⚽ Toulouse 4-2 Montpellier
Performa apik Le… https://t.co/PUNNBOssIX";ajaccio     clermont foot   gol menit akhir menangkan les lanciers toulouse     montpellier performa apik le copunnbossix;['ajaccio', 'clermont', 'foot', 'gol', 'menit', 'akhir', 'menangkan', 'les', 'lanciers', 'toulouse', 'montpellier', 'performa', 'apik', 'le', 'copunnbossix'];['ajaccio', 'clermont', 'foot', 'gol', 'menit', 'akhir', 'menangkan', 'les', 'lanciers', 'toulouse', 'montpellier', 'performa', 'apik', 'le', 'copunnbossix'];ajaccio clermont foot gol menit akhir menangkan les lanciers toulouse montpellier performa apik le copunnbossix;ajaccio clermont foot gol menit akhir menangkan les lanciers toulouse montpellier performa apik le copunnbossix;ajaccio clermont foot gol menit akhir menang les lanciers toulouse montpellier performa apik le copunnbossix
24;24;"Sengitnya pertarungan di Ligue 1 akhir pekan ini 💥
.
⚽ Lorient 2-1 Lille
10 pemain Les Merlus kalahkan Les Dogues 🔥… https://t.co/2s2UZfSUEb";sengitnya pertarungan di ligue   akhir pekan ini lorient     lille   pemain les merlus kalahkan les dogues cosuzfsueb;['sengitnya', 'pertarungan', 'di', 'ligue', 'akhir', 'pekan', 'ini', 'lorient', 'lille', 'pemain', 'les', 'merlus', 'kalahkan', 'les', 'dogues', 'cosuzfsueb'];['sengitnya', 'pertarungan', 'di', 'ligue', 'akhir', 'pekan', 'ini', 'lorient', 'lille', 'pemain', 'les', 'merlus', 'kalahkan', 'les', 'dogues', 'cosuzfsueb'];sengitnya pertarungan di ligue akhir pekan ini lorient lille pemain les merlus kalahkan les dogues cosuzfsueb;sengitnya pertarungan di ligue akhir pekan ini lorient lille pemain les merlus kalahkan les dogues cosuzfsueb;sengit tarung ligue akhir pekan lorient lille main les merlus kalah les dogues cosuzfsueb
25;25;"⚽ Sassuolo 5-0 Salernitana
I Granata jadi korban keganasan Neroverdi ❌

⚽ Sampdoria 0-3 Monza
Habisi La Samp, Monza… https://t.co/RsqW4JFlrl";sassuolo     salernitana granata jadi korban keganasan neroverdi sampdoria     monza habisi la samp monza corsqwjflrl;['sassuolo', 'salernitana', 'granata', 'jadi', 'korban', 'keganasan', 'neroverdi', 'sampdoria', 'monza', 'habisi', 'la', 'samp', 'monza', 'corsqwjflrl'];['sassuolo', 'salernitana', 'granata', 'jadi', 'korban', 'keganasan', 'neroverdi', 'sampdoria', 'monza', 'habisi', 'la', 'samp', 'monza', 'corsqwjflrl'];sassuolo salernitana granata jadi korban keganasan neroverdi sampdoria monza habisi la samp monza corsqwjflrl;sassuolo salernitana granata jadi korban keganasan neroverdi sampdoria monza habisi la samp monza corsqwjflrl;sassuolo salernitana granata jadi korban ganas neroverdi sampdoria monza habis la samp monza corsqwjflrl
26;26;"Skor-skor besar dihidangkan Serie A semalam 🥘
.
⚽ Juventus 3-0 Bologna
Menang besar, Si Nyonya Tua bangkit? 👊

⚽ At… https://t.co/7KBFtoLnk0";skor skor besar dihidangkan serie semalam juventus     bologna menang besar si nyonya tua bangkit at cokbftolnk;['skor', 'skor', 'besar', 'dihidangkan', 'serie', 'semalam', 'juventus', 'bologna', 'menang', 'besar', 'si', 'nyonya', 'tua', 'bangkit', 'at', 'cokbftolnk'];['skor', 'skor', 'besar', 'dihidangkan', 'serie', 'semalam', 'juventus', 'bologna', 'menang', 'besar', 'si', 'nyonya', 'tua', 'bangkit', 'at', 'cokbftolnk'];skor skor besar dihidangkan serie semalam juventus bologna menang besar si nyonya tua bangkit at cokbftolnk;skor skor besar dihidangkan serie semalam juventus bologna menang besar si nyonya tua bangkit at cokbftolnk;skor skor besar hidang serie malam juventus bologna menang besar si nyonya tua bangkit at cokbftolnk
27;27;"⚽ Girona 3-5 Real Sociedad
Comeback gila La Real dalam drama 8 GOL 🔥

⚽ Espanyol 2-2 Valencia
Drama menit akhir, Lo… https://t.co/S76mJzIsKs";girona     real sociedad comeback gila la real dalam drama   gol espanyol     valencia drama menit akhir lo cosmjzisks;['girona', 'real', 'sociedad', 'comeback', 'gila', 'la', 'real', 'dalam', 'drama', 'gol', 'espanyol', 'valencia', 'drama', 'menit', 'akhir', 'lo', 'cosmjzisks'];['girona', 'real', 'sociedad', 'comeback', 'gila', 'la', 'real', 'dalam', 'drama', 'gol', 'espanyol', 'valencia', 'drama', 'menit', 'akhir', 'lo', 'cosmjzisks'];girona real sociedad comeback gila la real dalam drama gol espanyol valencia drama menit akhir lo cosmjzisks;girona real sociedad comeback gila la real dalam drama gol espanyol valencia drama menit akhir lo cosmjzisks;girona real sociedad comeback gila la real drama gol espanyol valencia drama menit akhir lo cosmjzisks
