;Unnamed: 0;Tweets;step01;tokens;final_tokens;step02;finalText_str;ProcessedText
151;151;Brace dari Leonardo Campana dan satu gol dramatis Gonzalo Higuain di injury time sukses antar Inter Miami raih keme… https://t.co/JddDR0oar1;brace dari leonardo campana dan satu gol dramatis gonzalo higuain di injury time sukses antar inter miami raih keme cojdddroar;['brace', 'dari', 'leonardo', 'campana', 'dan', 'satu', 'gol', 'dramatis', 'gonzalo', 'higuain', 'di', 'injury', 'time', 'sukses', 'antar', 'inter', 'miami', 'raih', 'keme', 'cojdddroar'];['brace', 'dari', 'leonardo', 'campana', 'dan', 'satu', 'gol', 'dramatis', 'gonzalo', 'higuain', 'di', 'injury', 'time', 'sukses', 'antar', 'inter', 'miami', 'raih', 'keme', 'cojdddroar'];brace dari leonardo campana dan satu gol dramatis gonzalo higuain di injury time sukses antar inter miami raih keme cojdddroar;brace dari leonardo campana dan satu gol dramatis gonzalo higuain di injury time sukses antar inter miami raih keme cojdddroar;brace leonardo campana satu gol dramatis gonzalo higuain injury time sukses antar inter miami raih keme cojdddroar
152;152;Legenda Tennis, Roger Federer teteskan air mata saat memberikan interview terakhir dalam kariernya setelah petenis… https://t.co/kP9TxFfjDb;legenda tennis roger federer teteskan air mata saat memberikan interview terakhir dalam kariernya setelah petenis cokpt;['legenda', 'tennis', 'roger', 'federer', 'teteskan', 'air', 'mata', 'saat', 'memberikan', 'interview', 'terakhir', 'dalam', 'kariernya', 'setelah', 'petenis', 'cokpt'];['legenda', 'tennis', 'roger', 'federer', 'teteskan', 'air', 'mata', 'saat', 'memberikan', 'interview', 'terakhir', 'dalam', 'kariernya', 'setelah', 'petenis', 'cokpt'];legenda tennis roger federer teteskan air mata saat memberikan interview terakhir dalam kariernya setelah petenis cokpt;legenda tennis roger federer teteskan air mata saat memberikan interview terakhir dalam kariernya setelah petenis cokpt;legenda tennis roger federer tetes air mata beri interview akhir karier tenis cokpt
153;153;"𝐆𝐚𝐥𝐞𝐫𝐢 𝐥𝐚𝐠𝐚 𝐭𝐞𝐫𝐚𝐤𝐡𝐢𝐫 𝐑𝐨𝐠𝐞𝐫 𝐅𝐞𝐝𝐞𝐫𝐞𝐫 (𝐊𝐨𝐧𝐭𝐞𝐧 𝐦𝐞𝐧𝐠𝐚𝐧𝐝𝐮𝐧𝐠 𝐛𝐚𝐰𝐚𝐧𝐠) 😥😭

Bersama Nadal, Federer lakoni laga perpisahan di… https://t.co/kadWyITvjr";bersama nadal federer lakoni laga perpisahan di cokadwyitvjr;['bersama', 'nadal', 'federer', 'lakoni', 'laga', 'perpisahan', 'di', 'cokadwyitvjr'];['bersama', 'nadal', 'federer', 'lakoni', 'laga', 'perpisahan', 'di', 'cokadwyitvjr'];bersama nadal federer lakoni laga perpisahan di cokadwyitvjr;bersama nadal federer lakoni laga perpisahan di cokadwyitvjr;sama nadal federer lakon laga pisah cokadwyitvjr
154;154;Jelang Laver Cup Men's Doubles melawan Team World, Rafael Nadal nyatakan laga ikonik Final Wimbledon 2008 adalah la… https://t.co/9RIy8wGDzV;jelang laver cup men doubles melawan team world rafael nadal nyatakan laga ikonik final wimbledon   adalah la coriywgdzv;['jelang', 'laver', 'cup', 'men', 'doubles', 'melawan', 'team', 'world', 'rafael', 'nadal', 'nyatakan', 'laga', 'ikonik', 'final', 'wimbledon', 'adalah', 'la', 'coriywgdzv'];['jelang', 'laver', 'cup', 'men', 'doubles', 'melawan', 'team', 'world', 'rafael', 'nadal', 'nyatakan', 'laga', 'ikonik', 'final', 'wimbledon', 'adalah', 'la', 'coriywgdzv'];jelang laver cup men doubles melawan team world rafael nadal nyatakan laga ikonik final wimbledon adalah la coriywgdzv;jelang laver cup men doubles melawan team world rafael nadal nyatakan laga ikonik final wimbledon adalah la coriywgdzv;jelang laver cup men doubles lawan team world rafael nadal nyata laga ikonik final wimbledon la coriywgdzv
155;155;Duo Amerika Jack Sock dan Frances Tiafoe sudah ENGGAK SABAR hadapi Team Europe yang diwakili Roger Federer dan Rafa… https://t.co/IN4Nrat2JD;duo amerika jack sock dan frances tiafoe sudah enggak sabar hadapi team europe yang diwakili roger federer dan rafa coinnratjd;['duo', 'amerika', 'jack', 'sock', 'dan', 'frances', 'tiafoe', 'sudah', 'enggak', 'sabar', 'hadapi', 'team', 'europe', 'yang', 'diwakili', 'roger', 'federer', 'dan', 'rafa', 'coinnratjd'];['duo', 'amerika', 'jack', 'sock', 'dan', 'frances', 'tiafoe', 'sudah', 'enggak', 'sabar', 'hadapi', 'team', 'europe', 'yang', 'diwakili', 'roger', 'federer', 'dan', 'rafa', 'coinnratjd'];duo amerika jack sock dan frances tiafoe sudah enggak sabar hadapi team europe yang diwakili roger federer dan rafa coinnratjd;duo amerika jack sock dan frances tiafoe sudah enggak sabar hadapi team europe yang diwakili roger federer dan rafa coinnratjd;duo amerika jack sock frances tiafoe enggak sabar hadap team europe wakil roger federer rafa coinnratjd
156;156;Sang superstar Roger Federer masuk ke lapangan untuk jalani sesi latihan terakhirnya jelang laga terakhirnya sebaga… https://t.co/X5SlG5GfOM;sang superstar roger federer masuk ke lapangan untuk jalani sesi latihan terakhirnya jelang laga terakhirnya sebaga co;['sang', 'superstar', 'roger', 'federer', 'masuk', 'ke', 'lapangan', 'untuk', 'jalani', 'sesi', 'latihan', 'terakhirnya', 'jelang', 'laga', 'terakhirnya', 'sebaga', 'co'];['sang', 'superstar', 'roger', 'federer', 'masuk', 'ke', 'lapangan', 'untuk', 'jalani', 'sesi', 'latihan', 'terakhirnya', 'jelang', 'laga', 'terakhirnya', 'sebaga', 'co'];sang superstar roger federer masuk ke lapangan untuk jalani sesi latihan terakhirnya jelang laga terakhirnya sebaga co;sang superstar roger federer masuk ke lapangan untuk jalani sesi latihan terakhirnya jelang laga terakhirnya sebaga co;sang superstar roger federer masuk lapang jalan sesi latih akhir jelang laga akhir sebaga co
157;157;"Ga mau ketinggalan dong nonton moment bersejarahnya??

Yok guys mulai Pkl. 18.30 malam ini LIVE di beIN SPORTS dan… https://t.co/RTc6w2aGJ6";ga mau ketinggalan dong nonton moment bersejarahnya yok guys mulai pkl     malam ini live di bein spo dan co cwagj;['ga', 'mau', 'ketinggalan', 'dong', 'nonton', 'moment', 'bersejarahnya', 'yok', 'guys', 'mulai', 'pkl', 'malam', 'ini', 'live', 'di', 'bein', 'spo', 'dan', 'co', 'cwagj'];['ga', 'mau', 'ketinggalan', 'dong', 'nonton', 'moment', 'bersejarahnya', 'yok', 'guys', 'mulai', 'pkl', 'malam', 'ini', 'live', 'di', 'bein', 'spo', 'dan', 'co', 'cwagj'];ga mau ketinggalan dong nonton moment bersejarahnya yok guys mulai pkl malam ini live di bein spo dan co cwagj;ga mau ketinggalan dong nonton moment bersejarahnya yok guys mulai pkl malam ini live di bein spo dan co cwagj;ga mau tinggal dong nonton moment sejarah yok guys mulai pkl malam live bein spo co cwagj
158;158;"Laga terakhir sang legenda dan main ganda putera langsung bareng rivalnya RAFAEL NADAL! 🤝

LIVE MALAM INI! 📸 Federe… https://t.co/vlrXN0yu8j";laga terakhir sang legenda dan main ganda putera langsung bareng rivalnya rafael nadal live malam ini federe covlr;['laga', 'terakhir', 'sang', 'legenda', 'dan', 'main', 'ganda', 'putera', 'langsung', 'bareng', 'rivalnya', 'rafael', 'nadal', 'live', 'malam', 'ini', 'federe', 'covlr'];['laga', 'terakhir', 'sang', 'legenda', 'dan', 'main', 'ganda', 'putera', 'langsung', 'bareng', 'rivalnya', 'rafael', 'nadal', 'live', 'malam', 'ini', 'federe', 'covlr'];laga terakhir sang legenda dan main ganda putera langsung bareng rivalnya rafael nadal live malam ini federe covlr;laga terakhir sang legenda dan main ganda putera langsung bareng rivalnya rafael nadal live malam ini federe covlr;laga akhir sang legenda main ganda putera langsung bareng rival rafael nadal live malam federe covlr
159;159;"Bukan Haaland atau Lewandowski, tapi Neymar. Ga masuk list Ballon d'Or buat Neyney panas? 👀

#beINSPORTSID https://t.co/3rqbYH1Lcu";bukan haaland atau lewandowski tapi neymar ga masuk list ballon or buat neyney panas sid corqbyhlcu;['bukan', 'haaland', 'atau', 'lewandowski', 'tapi', 'neymar', 'ga', 'masuk', 'list', 'ballon', 'or', 'buat', 'neyney', 'panas', 'sid', 'corqbyhlcu'];['bukan', 'haaland', 'atau', 'lewandowski', 'tapi', 'neymar', 'ga', 'masuk', 'list', 'ballon', 'or', 'buat', 'neyney', 'panas', 'sid', 'corqbyhlcu'];bukan haaland atau lewandowski tapi neymar ga masuk list ballon or buat neyney panas sid corqbyhlcu;bukan haaland atau lewandowski tapi neymar ga masuk list ballon or buat neyney panas sid corqbyhlcu;bukan haaland lewandowski neymar ga masuk list ballon or buat neyney panas sid corqbyhlcu
160;160;Morata ungkapkan fakta bahwa Barcelona memang hampir datangkan dirinya di bursa transfer Januari lalu. Namun kala i… https://t.co/N2V0eEMj4x;morata ungkapkan fakta bahwa barcelona memang hampir datangkan dirinya di bursa transfer januari lalu namun kala conveemjx;['morata', 'ungkapkan', 'fakta', 'bahwa', 'barcelona', 'memang', 'hampir', 'datangkan', 'dirinya', 'di', 'bursa', 'transfer', 'januari', 'lalu', 'namun', 'kala', 'conveemjx'];['morata', 'ungkapkan', 'fakta', 'bahwa', 'barcelona', 'memang', 'hampir', 'datangkan', 'dirinya', 'di', 'bursa', 'transfer', 'januari', 'lalu', 'namun', 'kala', 'conveemjx'];morata ungkapkan fakta bahwa barcelona memang hampir datangkan dirinya di bursa transfer januari lalu namun kala conveemjx;morata ungkapkan fakta bahwa barcelona memang hampir datangkan dirinya di bursa transfer januari lalu namun kala conveemjx;morata ungkap fakta barcelona memang hampir datang diri bursa transfer januari lalu kala conveemjx
161;161;Kabar dari jeda internasional striker AC Milan, Olivier Giroud kini telah cetak gol ke-49nya bersama Timnas Prancis… https://t.co/sgBkokrCpS;kabar dari jeda internasional striker ac milan olivier giroud kini telah cetak gol ke   nya bersama timnas prancis cosgbkokrcps;['kabar', 'dari', 'jeda', 'internasional', 'striker', 'ac', 'milan', 'olivier', 'giroud', 'kini', 'telah', 'cetak', 'gol', 'ke', 'nya', 'bersama', 'timnas', 'prancis', 'cosgbkokrcps'];['kabar', 'dari', 'jeda', 'internasional', 'striker', 'ac', 'milan', 'olivier', 'giroud', 'kini', 'telah', 'cetak', 'gol', 'ke', 'nya', 'bersama', 'timnas', 'prancis', 'cosgbkokrcps'];kabar dari jeda internasional striker ac milan olivier giroud kini telah cetak gol ke nya bersama timnas prancis cosgbkokrcps;kabar dari jeda internasional striker ac milan olivier giroud kini telah cetak gol ke nya bersama timnas prancis cosgbkokrcps;kabar jeda internasional striker ac mil olivier giroud kini cetak gol nya sama timnas prancis cosgbkokrcps
162;162;Lionel Messi? Coba menurut kamu udah kaya Messi banget ga nih golnya bintang LA Galaxy, Raheem Edwards guys?… https://t.co/q6Rw5ANFIZ;lionel messi coba menurut kamu udah kaya messi banget ga nih golnya bintang la gala raheem edwards guys coqrwanfiz;['lionel', 'messi', 'coba', 'menurut', 'kamu', 'udah', 'kaya', 'messi', 'banget', 'ga', 'nih', 'golnya', 'bintang', 'la', 'gala', 'raheem', 'edwards', 'guys', 'coqrwanfiz'];['lionel', 'messi', 'coba', 'menurut', 'kamu', 'udah', 'kaya', 'messi', 'banget', 'ga', 'nih', 'golnya', 'bintang', 'la', 'gala', 'raheem', 'edwards', 'guys', 'coqrwanfiz'];lionel messi coba menurut kamu udah kaya messi banget ga nih golnya bintang la gala raheem edwards guys coqrwanfiz;lionel messi coba menurut kamu udah kaya messi banget ga nih golnya bintang la gala raheem edwards guys coqrwanfiz;lionel messi coba kamu udah kaya messi banget ga nih gol bintang la gala raheem edwards guys coqrwanfiz
163;164;"MULAI MALAM INI! 

Saksikan penampilan terakhir ROGER FEDERER sebagai pemain di Laver Cup 2022 🔝🎾 

Mulai Pkl. 18.3… https://t.co/LgTmE0OwVo";mulai malam ini saksikan penampilan terakhir roger federer sebagai pemain di laver cup   mulai pkl     colgtmeowvo;['mulai', 'malam', 'ini', 'saksikan', 'penampilan', 'terakhir', 'roger', 'federer', 'sebagai', 'pemain', 'di', 'laver', 'cup', 'mulai', 'pkl', 'colgtmeowvo'];['mulai', 'malam', 'ini', 'saksikan', 'penampilan', 'terakhir', 'roger', 'federer', 'sebagai', 'pemain', 'di', 'laver', 'cup', 'mulai', 'pkl', 'colgtmeowvo'];mulai malam ini saksikan penampilan terakhir roger federer sebagai pemain di laver cup mulai pkl colgtmeowvo;mulai malam ini saksikan penampilan terakhir roger federer sebagai pemain di laver cup mulai pkl colgtmeowvo;mulai malam saksi tampil akhir roger federer main laver cup mulai pkl colgtmeowvo
164;165;Nadal, Djokovic hingga Murray udah nyampe di London untuk moment spesial rayakan laga terakhir FEDERER di Laver Cup… https://t.co/WEQsM7tkdN;nadal djokovic hingga murray udah nyampe di london untuk moment spesial rayakan laga terakhir federer di laver cup coweqsmtkdn;['nadal', 'djokovic', 'hingga', 'murray', 'udah', 'nyampe', 'di', 'london', 'untuk', 'moment', 'spesial', 'rayakan', 'laga', 'terakhir', 'federer', 'di', 'laver', 'cup', 'coweqsmtkdn'];['nadal', 'djokovic', 'hingga', 'murray', 'udah', 'nyampe', 'di', 'london', 'untuk', 'moment', 'spesial', 'rayakan', 'laga', 'terakhir', 'federer', 'di', 'laver', 'cup', 'coweqsmtkdn'];nadal djokovic hingga murray udah nyampe di london untuk moment spesial rayakan laga terakhir federer di laver cup coweqsmtkdn;nadal djokovic hingga murray udah nyampe di london untuk moment spesial rayakan laga terakhir federer di laver cup coweqsmtkdn;nadal djokovic hingga murray udah nyampe london moment spesial raya laga akhir federer laver cup coweqsmtkdn
165;166;LA Galaxy unggul 3 gol atas Colorado dan manisnya gol ketiga itu diciptakan dengan backheel super keren Chicharito… https://t.co/1NEH348d0f;la gala unggul   gol atas colorado dan manisnya gol ketiga itu diciptakan dengan backheel super keren chicharito conehdf;['la', 'gala', 'unggul', 'gol', 'atas', 'colorado', 'dan', 'manisnya', 'gol', 'ketiga', 'itu', 'diciptakan', 'dengan', 'backheel', 'super', 'keren', 'chicharito', 'conehdf'];['la', 'gala', 'unggul', 'gol', 'atas', 'colorado', 'dan', 'manisnya', 'gol', 'ketiga', 'itu', 'diciptakan', 'dengan', 'backheel', 'super', 'keren', 'chicharito', 'conehdf'];la gala unggul gol atas colorado dan manisnya gol ketiga itu diciptakan dengan backheel super keren chicharito conehdf;la gala unggul gol atas colorado dan manisnya gol ketiga itu diciptakan dengan backheel super keren chicharito conehdf;la gala unggul gol atas colorado manis gol tiga cipta backheel super keren chicharito conehdf
166;167;Sergio Busquets dikabarkan telah memutuskan untuk mengakhiri kariernya di Barcelona akhir musim ini. Busquets pergi… https://t.co/AXjolyNFvZ;sergio busquets dikabarkan telah memutuskan untuk mengakhiri kariernya di barcelona akhir musim ini busquets pergi co;['sergio', 'busquets', 'dikabarkan', 'telah', 'memutuskan', 'untuk', 'mengakhiri', 'kariernya', 'di', 'barcelona', 'akhir', 'musim', 'ini', 'busquets', 'pergi', 'co'];['sergio', 'busquets', 'dikabarkan', 'telah', 'memutuskan', 'untuk', 'mengakhiri', 'kariernya', 'di', 'barcelona', 'akhir', 'musim', 'ini', 'busquets', 'pergi', 'co'];sergio busquets dikabarkan telah memutuskan untuk mengakhiri kariernya di barcelona akhir musim ini busquets pergi co;sergio busquets dikabarkan telah memutuskan untuk mengakhiri kariernya di barcelona akhir musim ini busquets pergi co;sergio busquets kabar putus akhir karier barcelona akhir musim busquets pergi co
167;168;Tampil gacor sampai jadi top skor sementara, kini 3️⃣ bintang Serie A bakal istirahat sementara untuk membela masin… https://t.co/KKvI9WhT4D;tampil gacor sampai jadi top skor sementara kini   bintang serie bakal istirahat sementara untuk membela masin cokkviwhtd;['tampil', 'gacor', 'sampai', 'jadi', 'top', 'skor', 'sementara', 'kini', 'bintang', 'serie', 'bakal', 'istirahat', 'sementara', 'untuk', 'membela', 'masin', 'cokkviwhtd'];['tampil', 'gacor', 'sampai', 'jadi', 'top', 'skor', 'sementara', 'kini', 'bintang', 'serie', 'bakal', 'istirahat', 'sementara', 'untuk', 'membela', 'masin', 'cokkviwhtd'];tampil gacor sampai jadi top skor sementara kini bintang serie bakal istirahat sementara untuk membela masin cokkviwhtd;tampil gacor sampai jadi top skor sementara kini bintang serie bakal istirahat sementara untuk membela masin cokkviwhtd;tampil gacor jadi top skor kini bintang serie bakal istirahat untuk bela masin cokkviwhtd
168;169;Kacau! Mario Lemina di ganjar wasit kartu merah langsung tanpa ampun setelah melakukan tekel keras. Tidak lama sete… https://t.co/pmseblnbis;kacau mario lemina di ganjar wasit kartu merah langsung tanpa ampun setelah melakukan tekel keras tidak lama sete copmseblnbis;['kacau', 'mario', 'lemina', 'di', 'ganjar', 'wasit', 'kartu', 'merah', 'langsung', 'tanpa', 'ampun', 'setelah', 'melakukan', 'tekel', 'keras', 'tidak', 'lama', 'sete', 'copmseblnbis'];['kacau', 'mario', 'lemina', 'di', 'ganjar', 'wasit', 'kartu', 'merah', 'langsung', 'tanpa', 'ampun', 'setelah', 'melakukan', 'tekel', 'keras', 'tidak', 'lama', 'sete', 'copmseblnbis'];kacau mario lemina di ganjar wasit kartu merah langsung tanpa ampun setelah melakukan tekel keras tidak lama sete copmseblnbis;kacau mario lemina di ganjar wasit kartu merah langsung tanpa ampun setelah melakukan tekel keras tidak lama sete copmseblnbis;kacau mario lemina ganjar wasit kartu merah langsung ampun laku tekel keras lama sete copmseblnbis
169;170;Depay dikabarkan frustasi dengan persaingan ketat di lini serang Barcelona dan menginginkan menit bermain yang lebi… https://t.co/JvIZPywNjY;depay dikabarkan frustasi dengan persaingan ketat di lini serang barcelona dan menginginkan menit bermain yang lebi cojvizpywnjy;['depay', 'dikabarkan', 'frustasi', 'dengan', 'persaingan', 'ketat', 'di', 'lini', 'serang', 'barcelona', 'dan', 'menginginkan', 'menit', 'bermain', 'yang', 'lebi', 'cojvizpywnjy'];['depay', 'dikabarkan', 'frustasi', 'dengan', 'persaingan', 'ketat', 'di', 'lini', 'serang', 'barcelona', 'dan', 'menginginkan', 'menit', 'bermain', 'yang', 'lebi', 'cojvizpywnjy'];depay dikabarkan frustasi dengan persaingan ketat di lini serang barcelona dan menginginkan menit bermain yang lebi cojvizpywnjy;depay dikabarkan frustasi dengan persaingan ketat di lini serang barcelona dan menginginkan menit bermain yang lebi cojvizpywnjy;depay kabar frustasi saing ketat lini serang barcelona ingin menit main lebi cojvizpywnjy
170;171;Juventus memang baru kalah sekali, tapi Bianconeri juga cuma menang 2 kali dan seri 4 kali dari 7 laga. Hasil ini p… https://t.co/dZT22GDQGC;juventus memang baru kalah sekali tapi bianconeri juga cuma menang   kali dan seri   kali dari   laga hasil ini codztgdqgc;['juventus', 'memang', 'baru', 'kalah', 'sekali', 'tapi', 'bianconeri', 'juga', 'cuma', 'menang', 'kali', 'dan', 'seri', 'kali', 'dari', 'laga', 'hasil', 'ini', 'codztgdqgc'];['juventus', 'memang', 'baru', 'kalah', 'sekali', 'tapi', 'bianconeri', 'juga', 'cuma', 'menang', 'kali', 'dan', 'seri', 'kali', 'dari', 'laga', 'hasil', 'ini', 'codztgdqgc'];juventus memang baru kalah sekali tapi bianconeri juga cuma menang kali dan seri kali dari laga hasil ini codztgdqgc;juventus memang baru kalah sekali tapi bianconeri juga cuma menang kali dan seri kali dari laga hasil ini codztgdqgc;juventus memang baru kalah sekali bianconeri cuma menang kali seri kali laga hasil codztgdqgc
171;172;Peluang-peluang dan gol cantik emang lebih keren lagi kalo kita lihat dari angle camera yang berbeda. Salah satunya… https://t.co/T4ojcNXB8v;peluang peluang dan gol cantik emang lebih keren lagi kalo kita lihat dari angle camera yang berbeda salah satunya cotojcn;['peluang', 'peluang', 'dan', 'gol', 'cantik', 'emang', 'lebih', 'keren', 'lagi', 'kalo', 'kita', 'lihat', 'dari', 'angle', 'camera', 'yang', 'berbeda', 'salah', 'satunya', 'cotojcn'];['peluang', 'peluang', 'dan', 'gol', 'cantik', 'emang', 'lebih', 'keren', 'lagi', 'kalo', 'kita', 'lihat', 'dari', 'angle', 'camera', 'yang', 'berbeda', 'salah', 'satunya', 'cotojcn'];peluang peluang dan gol cantik emang lebih keren lagi kalo kita lihat dari angle camera yang berbeda salah satunya cotojcn;peluang peluang dan gol cantik emang lebih keren lagi kalo kita lihat dari angle camera yang berbeda salah satunya cotojcn;peluang peluang gol cantik emang lebih keren kalo lihat angle camera beda salah satu cotojcn
172;173;"Duh mimin belum kesampaian main ke sana lagi. @MilanistiOrId @InterClubIndo nggak mau ngajak main nih? 😁

Sobat beI… https://t.co/IkeoB0ZKra";duh mimin belum kesampaian main ke sana lagi milanistiorid interclubindo nggak mau ngajak main nih sobat bei coikeobzkra;['duh', 'mimin', 'belum', 'kesampaian', 'main', 'ke', 'sana', 'lagi', 'milanistiorid', 'interclubindo', 'nggak', 'mau', 'ngajak', 'main', 'nih', 'sobat', 'bei', 'coikeobzkra'];['duh', 'mimin', 'belum', 'kesampaian', 'main', 'ke', 'sana', 'lagi', 'milanistiorid', 'interclubindo', 'nggak', 'mau', 'ngajak', 'main', 'nih', 'sobat', 'bei', 'coikeobzkra'];duh mimin belum kesampaian main ke sana lagi milanistiorid interclubindo nggak mau ngajak main nih sobat bei coikeobzkra;duh mimin belum kesampaian main ke sana lagi milanistiorid interclubindo nggak mau ngajak main nih sobat bei coikeobzkra;duh mimin sampai main sana milanistiorid interclubindo mau ngajak main nih sobat bei coikeobzkra
173;174;"Kerja sama 🔴⚫ AC MILAN &amp; INTER MILAN 🔵⚫ untuk merobohkan San Siro / Giuseppe Meazza akhirnya dan membangun stadion… https://t.co/t2a6L4DnHh";kerja sama ac milan amp inter milan untuk merobohkan san siro giuseppe meazza akhirnya dan membangun stadion cotaldnhh;['kerja', 'sama', 'ac', 'milan', 'amp', 'inter', 'milan', 'untuk', 'merobohkan', 'san', 'siro', 'giuseppe', 'meazza', 'akhirnya', 'dan', 'membangun', 'stadion', 'cotaldnhh'];['kerja', 'sama', 'ac', 'milan', 'amp', 'inter', 'milan', 'untuk', 'merobohkan', 'san', 'siro', 'giuseppe', 'meazza', 'akhirnya', 'dan', 'membangun', 'stadion', 'cotaldnhh'];kerja sama ac milan amp inter milan untuk merobohkan san siro giuseppe meazza akhirnya dan membangun stadion cotaldnhh;kerja sama ac milan amp inter milan untuk merobohkan san siro giuseppe meazza akhirnya dan membangun stadion cotaldnhh;kerja sama ac mil amp inter mil roboh san siro giuseppe meazza akhir bangun stadion cotaldnhh
174;175;Niat hati belain teman, eh mantan pemain Juventus, Douglas Costa justru nggak bisa kontrol emosi sampai jadi malah… https://t.co/JPTeAtXnA3;niat hati belain teman eh mantan pemain juventus douglas costa justru nggak bisa kontrol emosi sampai jadi malah cojpteat;['niat', 'hati', 'belain', 'teman', 'eh', 'mantan', 'pemain', 'juventus', 'douglas', 'costa', 'justru', 'nggak', 'bisa', 'kontrol', 'emosi', 'sampai', 'jadi', 'malah', 'cojpteat'];['niat', 'hati', 'belain', 'teman', 'eh', 'mantan', 'pemain', 'juventus', 'douglas', 'costa', 'justru', 'nggak', 'bisa', 'kontrol', 'emosi', 'sampai', 'jadi', 'malah', 'cojpteat'];niat hati belain teman eh mantan pemain juventus douglas costa justru nggak bisa kontrol emosi sampai jadi malah cojpteat;niat hati belain teman eh mantan pemain juventus douglas costa justru nggak bisa kontrol emosi sampai jadi malah cojpteat;niat hati bain teman mantan main juventus douglas costa justru bisa kontrol emosi jadi malah cojpteat
175;176;10 tahun sudah Luka Modric bertualang di LaLiga. Rentetan trofi dan statistik apik pun di torehkan pemain asal Kroa… https://t.co/Wy8t88g4H5;  tahun sudah luka modric bertualang di laliga rentetan trofi dan statistik apik pun di torehkan pemain asal kroa cowytgh;['tahun', 'sudah', 'luka', 'modric', 'bertualang', 'di', 'laliga', 'rentetan', 'trofi', 'dan', 'statistik', 'apik', 'pun', 'di', 'torehkan', 'pemain', 'asal', 'kroa', 'cowytgh'];['tahun', 'sudah', 'luka', 'modric', 'bertualang', 'di', 'laliga', 'rentetan', 'trofi', 'dan', 'statistik', 'apik', 'pun', 'di', 'torehkan', 'pemain', 'asal', 'kroa', 'cowytgh'];tahun sudah luka modric bertualang di laliga rentetan trofi dan statistik apik pun di torehkan pemain asal kroa cowytgh;tahun sudah luka modric bertualang di laliga rentetan trofi dan statistik apik pun di torehkan pemain asal kroa cowytgh;tahun luka modric tualang laliga rentet trofi statistik apik di toreh main asal kroa cowytgh
176;177;Inaki dan Nico Williams catat sejarah sebagai dua bersaudara yang cetak gol di satu pertandingan. Sebelumnya ada Di… https://t.co/7MZF2cDIF3;inaki dan nico williams catat sejarah sebagai dua bersaudara yang cetak gol di satu pertandingan sebelumnya ada di comzfcdif;['inaki', 'dan', 'nico', 'williams', 'catat', 'sejarah', 'sebagai', 'dua', 'bersaudara', 'yang', 'cetak', 'gol', 'di', 'satu', 'pertandingan', 'sebelumnya', 'ada', 'di', 'comzfcdif'];['inaki', 'dan', 'nico', 'williams', 'catat', 'sejarah', 'sebagai', 'dua', 'bersaudara', 'yang', 'cetak', 'gol', 'di', 'satu', 'pertandingan', 'sebelumnya', 'ada', 'di', 'comzfcdif'];inaki dan nico williams catat sejarah sebagai dua bersaudara yang cetak gol di satu pertandingan sebelumnya ada di comzfcdif;inaki dan nico williams catat sejarah sebagai dua bersaudara yang cetak gol di satu pertandingan sebelumnya ada di comzfcdif;inaki nico williams catat sejarah dua saudara cetak gol satu tanding belum di comzfcdif
177;178;"Valverde bakalan jadi salah satu gelandang terbaik dunia nantinya? ⚪👀

#beINLaLiga https://t.co/h1qhGr1nGT";valverde bakalan jadi salah satu gelandang terbaik dunia nantinya cohqhgrngt;['valverde', 'bakalan', 'jadi', 'salah', 'satu', 'gelandang', 'terbaik', 'dunia', 'nantinya', 'cohqhgrngt'];['valverde', 'bakalan', 'jadi', 'salah', 'satu', 'gelandang', 'terbaik', 'dunia', 'nantinya', 'cohqhgrngt'];valverde bakalan jadi salah satu gelandang terbaik dunia nantinya cohqhgrngt;valverde bakalan jadi salah satu gelandang terbaik dunia nantinya cohqhgrngt;valverde bakal jadi salah satu gelandang baik dunia nanti cohqhgrngt
178;179;"AKSI TERAKHIR FEDERER di Laver Cup 2022!

Federer akan lakoni laga terakhirnya di Laver Cup 2022! Tapi sebelumnya y… https://t.co/7i1mhEINyB";aksi terakhir federer di laver cup   federer akan lakoni laga terakhirnya di laver cup   tapi sebelumnya coimheinyb;['aksi', 'terakhir', 'federer', 'di', 'laver', 'cup', 'federer', 'akan', 'lakoni', 'laga', 'terakhirnya', 'di', 'laver', 'cup', 'tapi', 'sebelumnya', 'coimheinyb'];['aksi', 'terakhir', 'federer', 'di', 'laver', 'cup', 'federer', 'akan', 'lakoni', 'laga', 'terakhirnya', 'di', 'laver', 'cup', 'tapi', 'sebelumnya', 'coimheinyb'];aksi terakhir federer di laver cup federer akan lakoni laga terakhirnya di laver cup tapi sebelumnya coimheinyb;aksi terakhir federer di laver cup federer akan lakoni laga terakhirnya di laver cup tapi sebelumnya coimheinyb;aksi akhir federer laver cup federer lakon laga akhir laver cup belum coimheinyb
